"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Noah%27s+Barn/data=!4m7!3m6!1s0x2e68e6562c79e6b3:0xb0cee12d0c494466!8m2!3d-6.8870532!4d107.6127593!16s%2Fg%2F11b7k5b3yg!19sChIJs-Z5LFbmaC4RZkRJDC3hzrA?authuser=0&hl=id&rclk=1","Noah's Barn","4,6","(6.103)","·","$$$","Kafe","·","Jl. Dayang Sumbi No.2","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFy1aocJKOs0YOclUmzDi8FzAse8LTqCmtsBKVHkFdfRK6N7ubWPpL4kMMYScFLDJ6hm-ifE3M0rZn9A6WKNhE_ftBAmyL4xh23esd1E_5CSr_8CXeTGwuxV2YuBfx36Ol23DHJJA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa masakan enak, standard chef, minuman nya juga enak-enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiN2s1YjN5ZxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rTX3aYKZIduhnesPgqnq2AQ&ei=rTX3aYKZIduhnesPgqnq2AQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Se%27i+55/data=!4m7!3m6!1s0x2e68e68440e6b8d7:0x4b918ec6cdcd4bc2!8m2!3d-6.8985197!4d107.6068659!16s%2Fg%2F11cs1s28pp!19sChIJ17jmQITmaC4RwkvNzcaOkUs?authuser=0&hl=id&rclk=1","Se'i 55","4,1","(21)","","","Restoran","·","Jl. Kb. Bibit Tengah No.9","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNNe0iDgwvMdVZ_1_it_m87H_JC_Q-Omxc07FJQfdi8jOJd1I8zMDz9GseKHFe8JezJOVwCkX_wrSf4v9Jj61TzkOFNgxWcmW3rgQHoKMeILa0VPrMZgphC7aSwds-4eM-zPSu=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yummy...
Irisan daging kurang tebal 😄""","","","","","","",""
"https://www.google.com/maps/place/Alfred%27s+Kitchen/data=!4m7!3m6!1s0x2e68e79272cc01eb:0x63beb7dee3593d1e!8m2!3d-6.8980905!4d107.612121!16s%2Fg%2F11q4jwf90h!19sChIJ6wHMcpLnaC4RHj1Z4963vmM?authuser=0&hl=id&rclk=1","Alfred's Kitchen","5,0","(11)","","","Paket Makanan Pokok","·","Jl. Badak Singa No.2","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7iX5Rph-Doiiqklt9b4ASmUURfh8JylZavpvcsJVql9rjlvi8ausSKHn8zRAMNaWnI--2REKxrdHofRJtMXgrH3hw79jc8zYgOpwmRGWJditbGUH9iAjoFnzzY2so6VM_Kevwqg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat nyaman untuk nongkrong ,","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxNGp3ZjkwaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rTX3aYKZIduhnesPgqnq2AQ&ei=rTX3aYKZIduhnesPgqnq2AQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","makanan","dan minuman juga enak"" 👍🏻"""
"https://www.google.com/maps/place/Kopi+Baksil/data=!4m7!3m6!1s0x2e68e776b90255bf:0x1f66395279bd9284!8m2!3d-6.8850243!4d107.6109245!16s%2Fg%2F11mv1l1424!19sChIJv1UCuXbnaC4RhJK9eVI5Zh8?authuser=0&hl=id&rclk=1","Kopi Baksil","4,8","(83)","·","Rp 25–50 rb","Kedai Kopi","·","Sanggar Mitra, Jl. Siliwangi Dalam","Buka sekarang","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjmrz3S9GjD-FE1AjCtzZOj38ajHSy0Y26nlAsOCx_S1ATyyAPY8XMPKytQWQ82IL1wOHVDGVppJSt0NktfdD1DgDyT2WSZdfuH6hbDvI1S_Z2FGo3hdbeMj-70a8xjUXrj1Jv=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga makanannya pun ekonomis dari belasan ribu sampai dua puluh ribu.""","","","","","","",""
"https://www.google.com/maps/place/Oleh+Oleh+Bandung+%7C+Batagor+Coy+%7C+Kuliner+Bandung+Paling+Dicari/data=!4m7!3m6!1s0x2e68e651d4b739ff:0x4ed3afbf5afc7d10!8m2!3d-6.8969335!4d107.6126378!16s%2Fg%2F11g9k26712!19sChIJ_zm31FHmaC4REH38Wr-v004?authuser=0&hl=id&rclk=1","Oleh Oleh Bandung | Batagor Coy | Kuliner Bandung Paling Dicari","4,5","(626)","·","Rp 25–50 rb","Sunda","·","Jl. Ir. H. Juanda No.91","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqZOJUj07E77yOGYAKbqs9ANmBeeKlc_WEAnd371Ypk0kZIOKHE4cMRDvmWIAVZZrmPvI1KUvbuaaQzo6wtf1m1_q6tzHBkXP3n4yzLfsfH5TqZ-DWGcnfTJDf8_MvUOHyT4iVGQ=w80-h120-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jajanan favorite aku nih, rasa nya mantap bumbu nya meresap.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnOWsyNjcxMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rTX3aYKZIduhnesPgqnq2AQ&ei=rTX3aYKZIduhnesPgqnq2AQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Kafe bernuansa cerah dan makanan Bandung","",""
"https://www.google.com/maps/place/Warung+Nasi+Uduk+Pak+Imam+Tamansari+%28Sebrang+Neutron%29/data=!4m7!3m6!1s0x2e68e75ae6333d87:0xd4e4ae13ed66b752!8m2!3d-6.8956726!4d107.6090304!16s%2Fg%2F11fqv_tp95!19sChIJhz0z5lrnaC4RUrdm7ROu5NQ?authuser=0&hl=id&rclk=1","Warung Nasi Uduk Pak Imam Tamansari (Sebrang Neutron)","5,0","(2)","","","Toko Makanan","·","Sebrang Neutron, Jl. Tamansari No.61","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHahZSX6-6YYp3FYehCdSsWFCnlF0HrKZkwGqua9cvOiv1iCKhOREicyOUIhnOcD84EUSG6nKC8zCqKrRVY68ZLblDD9RWF_QsKm5BXsLRzf8jqu0WIy-ATOi1CBSLGRZoJnUrHtg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi Goreng + Telur Dadar sungguh sangat nikmat""","","","","","","",""
"https://www.google.com/maps/place/Yoshinoya+Ciwalk+Bandung/data=!4m7!3m6!1s0x2e68e65b9800f999:0x660beda9b4147e1d!8m2!3d-6.8932516!4d107.6055235!16s%2Fg%2F11bz_2k_wn!19sChIJmfkAmFvmaC4RHX4UtKntC2Y?authuser=0&hl=id&rclk=1","Yoshinoya Ciwalk Bandung","4,2","(762)","·","Rp 50–75 rb","Jepang","·","Cihampelas Walk Lt. 1 Unit I-02 - I-08, Jl. Cihampelas No.160","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaJoLVyaoYDzI0ZLzxl41y3ix1yO1601EwRWjVgYh9wsYVvYH8gOGOyNkSPs_d4hg2TFhQDh4SAIEZrZ7oHO5JGx3oqwOC1mWm-U5s5dCemLtp5FdhqPyscRnlM7y9BR5gHAymyQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiel8ya193bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rTX3aYKZIduhnesPgqnq2AQ&ei=rTX3aYKZIduhnesPgqnq2AQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","makanan","sesuai standar Yoshinoya, harganyabpun sama."""
"https://www.google.com/maps/place/Kurnia+Rasa+Oleh+Oleh+Bandung/data=!4m7!3m6!1s0x2e68e7d19f4f6415:0xbb29f317a288d2bf!8m2!3d-6.8989526!4d107.6088301!16s%2Fg%2F11bbw_fwp6!19sChIJFWRPn9HnaC4Rv9KIohfzKbs?authuser=0&hl=id&rclk=1","Kurnia Rasa Oleh Oleh Bandung","4,9","(15)","","","Toko Makanan","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJEERgqWuSYFZjiesspBvm744hKOM2EQ4wQSp5fErjIhpKZCYwxguDIbgMsS3-g6jOk2sPMfbW4xjjspkC4AATdU5lWoSzk3mmk86GBrU7hauHhirQbpIJkDfFF1aSuWjH-WBgtg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak enak, ada toilet VIP dengan air hangat.""","","","","","Balubur Town Square Lt.D2 Q-12, Jl. Tamansari No.3","",""
"https://www.google.com/maps/place/Warung+ACA/data=!4m7!3m6!1s0x2e68e726f95f5263:0xd28ab55e88e3069f!8m2!3d-6.8968211!4d107.6094493!16s%2Fg%2F11fm5vszbn!19sChIJY1Jf-SbnaC4RnwbjiF61itI?authuser=0&hl=id&rclk=1","Warung ACA","5,0","(6)","","","Restoran","·","Gg. H. Ijos No.74, RT.04/RW.04","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGf1FMfGEduepJRpNgAg3PDRK4f7G3_Is5I06dVVHxCUambBOCwE_q3ZFkR5KXCD95gLjjG5mMnCgPdh2pOjcvZ3vR8i9BgtBCo8iIKwqJ7HYVaz7jO3VwRQwyIdCAK4XFWgL805A=w163-h92-k-no","","Makan di tempat","","","","","","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Teras+Prive+Cafe,Resto+%26+Co-Working+Space/data=!4m7!3m6!1s0x2e68e70053641795:0x501fb020c323a2b5!8m2!3d-6.8990655!4d107.6115527!16s%2Fg%2F11w49kw6cq!19sChIJlRdkUwDnaC4RtaIjwyCwH1A?authuser=0&hl=id&rclk=1","Teras Prive Cafe,Resto & Co-Working Space","5,0","(38)","·","Rp 50–75 rb","Restoran","·","·","Tutup","· Buka Sen pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5mUlRZBBVB5IcHTOwHk0Ao09UtSoTtLt8p198cHhBztsoC7-gqlz5Gtgyrh0zzBg7gBJZMZ4vczchDqfv2eNS_-WjsXLtWwCeGxBiRsbAh0WH5ICJNFA4Z8gjtfa_BfS3GIrY=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga terjangkau,","","","","","Jl. Cikapayang No.3","makanan","dan minumannya enak banget"""
"https://www.google.com/maps/place/Karasa+Noesantara+Snack+%26+Oleh-oleh+Bandung/data=!4m7!3m6!1s0x2e68e7193a470db3:0xd045e987040533c6!8m2!3d-6.898847!4d107.6084782!16s%2Fg%2F11lrnncy5q!19sChIJsw1HOhnnaC4RxjMFBIfpRdA?authuser=0&hl=id&rclk=1","Karasa Noesantara Snack & Oleh-oleh Bandung","5,0","(18)","","","Toko Makanan","·","Balubur Town Square Lantai Dasar 2 Blok N No. 1","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZNd9lksc7ESikuZfDYtQMUYJ0tYVz9TUb35pzNsLVaT8qeoYZBJAKJ4jPVxk_PsWDDEEwEmZfi57I2Kcp5rb9RFVt2RiCNtwlkdF34IfY8m3J6qq_6EL_K1wyE8vz5csxzuv74g=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yang lainnya juga Enak2 renyah dan kerasa bumbu2 nya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFscm5uY3k1cRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rTX3aYKZIduhnesPgqnq2AQ&ei=rTX3aYKZIduhnesPgqnq2AQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Little+Espresso/data=!4m7!3m6!1s0x2e68e7bd983fe4eb:0xd0da15ecbbd0bbc0!8m2!3d-6.8916757!4d107.6056554!16s%2Fg%2F11yjtxmxh6!19sChIJ6-Q_mL3naC4RwLvQu-wV2tA?authuser=0&hl=id&rclk=1","Little Espresso","4,9","(18)","·","Rp 25–50 rb","Restoran","·","The Jarrdin Apartment. B-22","Buka","· Tutup pukul 21.30","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat nya bersih,","","","","","","makanan","dan minuman  nya enak² dan fresh.."""
"https://www.google.com/maps/place/Nasi+Bakar+Cimandiri+Baltos/data=!4m7!3m6!1s0x2e68e6455d4c0ba3:0x795a664360d37b50!8m2!3d-6.8985855!4d107.608973!16s%2Fg%2F11bbx00dy9!19sChIJowtMXUXmaC4RUHvTYENmWnk?authuser=0&hl=id&rclk=1","Nasi Bakar Cimandiri Baltos","4,3","(8)","","","Ayam","·","Balubur Town Square, Jl. Tamansari No.3 Lantai 3","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAExAhACs-b5bgHDOQdfrKzZ89aW6qO3xDXb2OIklikf4q_TcqNrkDT6pDV5HhE_nMLpnhPQ3vVoaqtN9uxa-yjMjiLoixJsiuiys6c_L0RkcHQBydAGIUdwoLbanMH99HypynEx=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""udah lama banget ga beli, entah masih ada atau engga tapi enakk""","","","","","","",""
"https://www.google.com/maps/place/TOMORO+COFFEE+-+Simpang+Dago/data=!4m7!3m6!1s0x2e68e70d7f43b8e9:0xe8792fec17ff1d96!8m2!3d-6.88544!4d107.6134235!16s%2Fg%2F11v6fmx_jl!19sChIJ6bhDfw3naC4Rlh3_F-wveeg?authuser=0&hl=id&rclk=1","TOMORO COFFEE - Simpang Dago","4,8","(1.197)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Dago No.181","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAERQOaZfU_ia-WgsNSLVJBiD0wJI_wKo2RXGuEu6oYUO-UfZv-tTXcCFhbGnWQQYWAwb2iRObWUwVSC0iIDMUKRyQf6L06yeuxFSjDpXXZdRGV3qUu_vcaD9bEFKSUSbZBy41DFftuuTGE=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kalau pakai kupon jauh lebih murah :) menunya enak apalagi greentea""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2NmZteF9qbBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rzX3acKYPMHWseMPjf6W8Qw&ei=rzX3acKYPMHWseMPjf6W8Qw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Karasa+Noesantara+Snack+%26+Oleh-oleh+Bandung/data=!4m7!3m6!1s0x2e68e7193a470db3:0xd045e987040533c6!8m2!3d-6.898847!4d107.6084782!16s%2Fg%2F11lrnncy5q!19sChIJsw1HOhnnaC4RxjMFBIfpRdA?authuser=0&hl=id&rclk=1","Karasa Noesantara Snack & Oleh-oleh Bandung","5,0","(18)","","","Toko Makanan","·","Balubur Town Square Lantai Dasar 2 Blok N No. 1","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZNd9lksc7ESikuZfDYtQMUYJ0tYVz9TUb35pzNsLVaT8qeoYZBJAKJ4jPVxk_PsWDDEEwEmZfi57I2Kcp5rb9RFVt2RiCNtwlkdF34IfY8m3J6qq_6EL_K1wyE8vz5csxzuv74g=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yang lainnya juga Enak2 renyah dan kerasa bumbu2 nya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFscm5uY3k1cRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rzX3acKYPMHWseMPjf6W8Qw&ei=rzX3acKYPMHWseMPjf6W8Qw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Nasi+Bakar+Cimandiri+Baltos/data=!4m7!3m6!1s0x2e68e6455d4c0ba3:0x795a664360d37b50!8m2!3d-6.8985855!4d107.608973!16s%2Fg%2F11bbx00dy9!19sChIJowtMXUXmaC4RUHvTYENmWnk?authuser=0&hl=id&rclk=1","Nasi Bakar Cimandiri Baltos","4,3","(8)","","","Ayam","·","Balubur Town Square, Jl. Tamansari No.3 Lantai 3","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAExAhACs-b5bgHDOQdfrKzZ89aW6qO3xDXb2OIklikf4q_TcqNrkDT6pDV5HhE_nMLpnhPQ3vVoaqtN9uxa-yjMjiLoixJsiuiys6c_L0RkcHQBydAGIUdwoLbanMH99HypynEx=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""udah lama banget ga beli, entah masih ada atau engga tapi enakk""","","","","","","",""
"https://www.google.com/maps/place/Sarimbit+makan+ngopi/data=!4m7!3m6!1s0x2e68e7d7510e1dd5:0x68f8a5b90dc1187a!8m2!3d-6.8949511!4d107.6094573!16s%2Fg%2F11zhzfzkjn!19sChIJ1R0OUdfnaC4RehjBDbml-Gg?authuser=0&hl=id&rclk=1","Sarimbit makan ngopi","5,0","(37)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Gelap Nyawang No.05","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5djaT4wGZTFiV13agPd8jOCNzSYYuoSkURrnz8VuYmXMn9SNQmUUsgSYqC8OW7SPosZz7mGHEC7cAz4XjnlX-bZFqu6NbqHKl8HNtGiYqsyNgmUFgWLuDG4hFQXsL_dohh_qkVqgwcukd=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat makan ter-worth it sih
Harga nya terjangkau, makannya enak-enak!""","","","","","","",""
"https://www.google.com/maps/place/Little+Espresso/data=!4m7!3m6!1s0x2e68e7bd983fe4eb:0xd0da15ecbbd0bbc0!8m2!3d-6.8916757!4d107.6056554!16s%2Fg%2F11yjtxmxh6!19sChIJ6-Q_mL3naC4RwLvQu-wV2tA?authuser=0&hl=id&rclk=1","Little Espresso","4,9","(18)","·","Rp 25–50 rb","Restoran","·","The Jarrdin Apartment. B-22","Buka","· Tutup pukul 21.30","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat nya bersih,","","","","","","makanan","dan minuman  nya enak² dan fresh.."""
"https://www.google.com/maps/place/b%26D+%28Coffee+Bawa+Studio%29/data=!4m7!3m6!1s0x2e68e76fa7dbd793:0xa7a5f48657689eb0!8m2!3d-6.8981121!4d107.6074176!16s%2Fg%2F11vcbcrndy!19sChIJk9fbp2_naC4RsJ5oV4b0pac?authuser=0&hl=id&rclk=1","b&D (Coffee Bawa Studio)","4,8","(647)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjtSDrY2wTrp2ZN6xaext0dIWkPQ8davK9ZRWntS6h_XMlr2aBrFGw_-G6fcmTKs11YGAMDAJ6G7JSCoFyOcSmtMZhmD3n5w4dNwq7DJqiBX_dClw0biU15W72_lrZ8OWH1VHTgOHlV98=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Spaghetti aglio olio-nya juara, pedasnya pas dan flavorful banget.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2Y2Jjcm5keRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rzX3acKYPMHWseMPjf6W8Qw&ei=rzX3acKYPMHWseMPjf6W8Qw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Kb. Bibit Tengah No.11b","",""
"https://www.google.com/maps/place/Caffe+Bene+Dago/data=!4m7!3m6!1s0x2e68e65636f1c60f:0x384cf91a6806a9e3!8m2!3d-6.888025!4d107.613437!16s%2Fg%2F11b60zp010!19sChIJD8bxNlbmaC4R46kGaBr5TDg?authuser=0&hl=id&rclk=1","Caffe Bene Dago","4,5","(1.789)","·","Rp 50–75 rb","Kedai Kopi","·","Jl. Ir. H. Juanda No.155","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWx4IQNaEV0JghsGukFHYsfwYS8yz_urk-hL4TuaNEPCvm9JdHtYzDcT42R8T-nFRX-douQczVB7AoB-LzvzCQZ3frEdjd4M26xwKMayLEpSfecmVHwRtin4My51CDN2_m=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yang pasti","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjB6cDAxMBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rzX3acKYPMHWseMPjf6W8Qw&ei=rzX3acKYPMHWseMPjf6W8Qw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Kedai kopi dengan hidangan manis & gurih","makanan","dan minumannya enak terutama patbingsu is must to try!"""
"https://www.google.com/maps/place/Serba+Sepuluh+ITB+%28Cab.+Unjani+Cimahi%29/data=!4m7!3m6!1s0x2e68e7b4dbdabc93:0xeb300b1ce3c42ae3!8m2!3d-6.8948651!4d107.6092175!16s%2Fg%2F11lypl6ngz!19sChIJk7za27TnaC4R4yrE4xwLMOs?authuser=0&hl=id&rclk=1","Serba Sepuluh ITB (Cab. Unjani Cimahi)","4,3","(3)","","","Pujasera","·","Jl. Gelap Nyawang No.1","Tutup","· Buka Sen pukul 05.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKII-znNidP4tB_0jWhJNnYTByv4ADZXkpy_agtV7Ngmz-dhjYlYVaieiqCIiNZDxpnoOLP_JxvrHqqOUd6etScurX-PU3uB0Ahdm4nkkOLOc-45uimhJ_KtacaM5iHIuGaQx-LJI02SDl=w80-h142-k-no","","Ambil di tepi jalan","","","","","","Pesan antar",""
"https://www.google.com/maps/place/Cafe+Diet/data=!4m7!3m6!1s0x2e68e65111afdff1:0xe47b5d3513ec8a9!8m2!3d-6.893845!4d107.613619!16s%2Fg%2F11b6szqsbs!19sChIJ8d-vEVHmaC4Rqcg-UdO1Rw4?authuser=0&hl=id&rclk=1","Cafe Diet","5,0","(1)","","","Kafe","·","RS Borromeus, Jl. Ir. H. Juanda","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGIkzhP_0H4Lu85rg0B7XDW2Qu1GmfRMSjpahzees8_l4oNVs9fDVcQ9qC-NZlO1tKIcbTWlwWBF6T_-yfZGzK2-Rpa7morfWleaTks1eAg7-DswvcZgWPB2d6XU4D8iSgtjesfgvSNXdoQ2ao8lPKOAwNzQi4ne0pIJl_dkOVOZo-mmKODE1-5h37pGxC5OHo-rZI=w122-h92-k-no","","Makan di tempat","","","","","","Bawa pulang",""
"https://www.google.com/maps/place/Kopi+Kyomi/data=!4m7!3m6!1s0x2e68e73a9efb66bf:0xc48120de8d5b64f!8m2!3d-6.8895429!4d107.613792!16s%2Fg%2F11h4jws0g6!19sChIJv2b7njrnaC4RT7bV6A0SSAw?authuser=0&hl=id&rclk=1","Kopi Kyomi","4,6","(914)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkvy5eNpk1j5m551M3DOdoxmutdV3El_B-Uoz0iNkvgFv7RUZ7AVvCtzXh9H8TTvAq9iVLImZJ-HqpIRolZ16d3fIeqRH0JjYkNgzQ8YiOsOg_nAuCozGKo5ZAj8Iituu01EfcZhPCxf7j=w80-h112-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dimsum dan rice salmon mentai juga enak.""","","","","","Jl. Ir. H. Juanda No.130","",""
"https://www.google.com/maps/place/Kedai+Bandung/data=!4m7!3m6!1s0x2e68e75c70978b73:0x20870c1d746919ca!8m2!3d-6.8949652!4d107.6092634!16s%2Fg%2F11w1x8h1kr!19sChIJc4uXcFznaC4RyhlpdB0MhyA?authuser=0&hl=id&rclk=1","Kedai Bandung","5,0","(6)","","","Kafe","·","Sebrang MBA ITB, Jl. Gelap Nyawang","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbT9wrjz3Exqe7jXib3YXruQUkRMw1s2sp1NVqdvIC8JrXZ1TRG2rUVZDdJI9xbsnW2gjQj5OhVc08Wh3BYU_kkkAHMgbsf2IDEMLaZm_O45w3j82QcbypNA_omG4Y6mt0OpwD3g=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak pisan pokoknya, wajib dicobain 😍😍""","","","","","","",""
"https://www.google.com/maps/place/Kantin+Saraga+ITB/data=!4m7!3m6!1s0x2e68e657fc910d29:0x1ca98d04db4da9ef!8m2!3d-6.8875626!4d107.6087473!16s%2Fg%2F11c2r7mrd4!19sChIJKQ2R_FfmaC4R76lN2wSNqRw?authuser=0&hl=id&rclk=1","Kantin Saraga ITB","4,3","(149)","","","Pujasera","·","Jl. Tamansari No.71","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7Q-eUr3bhrimANcLw_EGlmtuKH78mnqDYTeJN97sjbS7qC9qvrgj5w8dLfE5MrQZVeq6oMmF2d59xDn9oe0EK48hjOOxDTFagE0DYYSljAqIpp1ayWXkAGqakIyV5SkmCVzxmtg=w92-h92-k-no","","Makan di tempat","","","","","","Bawa pulang",""
