"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/Fried+Chicken+Master,+23+Paskal/data=!4m7!3m6!1s0x2e68e73e5ec255f7:0xa5253db11813227c!8m2!3d-6.9156432!4d107.5934816!16s%2Fg%2F11xvdm3gq9!19sChIJ91XCXj7naC4RfCITGLE9JaU?authuser=0&hl=id&rclk=1","Fried Chicken Master, 23 Paskal","4,7","(384)","·","Rp 50–75 rb","Makanan Siap Saji","·","Lantai 3, Jl. Pasir Kaliki No.L3 74IT","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqo3_jlwFMRzx-4a4xCV-eqsX7rcMhU6-07F7rsX7PvmVKv_neqe2_coMCKLXcnyF2qgtYUryBHk9jDY4jDMG4_uyNdhgfOJjkq2LnRrBtq8O_9dvhUOdEQ1ikZf3hhButSrjOFxjEqtA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget ayam nya crunchy keju nya pas gurih juicy parah mantap""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4dmRtM2dxORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Hanamasa/data=!4m7!3m6!1s0x2e68e6fcc662a3e7:0xf5eea2a48f7de553!8m2!3d-6.9010442!4d107.6125152!16s%2Fg%2F1tc_nfbt!19sChIJ56NixvzmaC4RU-V9j6Si7vU?authuser=0&hl=id&rclk=1","Hanamasa","4,6","(3.462)","·","Rp 225–250 rb","Prasmanan","·","Jl. Dago No.48","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaMDrb_20eR922YNx1Hzdd5Q-43WThw9i_cYcmMu8zx43qSKY6IOtsCnJrwh9QaHGVUJiWiIwMzAZMjGt55OCgjA-HVtQpDDFGM13GmPuc7MsvCltwTRYk3qPJTPcbp8a9QnQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","Makanan",": (6/10)
Kuah kaldu oke, kuah tomyam nya kurang cocok di lidah.""","",""
"https://www.google.com/maps/place/Siomay+Baso+Tahu+BUNG+fahri+,+Taman+Radio/data=!4m7!3m6!1s0x2e68e71751396133:0x2f549e38552ac0da!8m2!3d-6.9023103!4d107.6114806!16s%2Fg%2F11rcyc0gr8!19sChIJM2E5URfnaC4R2sAqVTieVC8?authuser=0&hl=id&rclk=1","Siomay Baso Tahu BUNG fahri , Taman Radio","4,8","(49)","·","Rp 1–25.000","Makanan Siap Saji","·","taman radio (depan circle k / dunkin donuts, Jl. Ranggamalela No.1a","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEP97pnS4oB5pSCtMpdnz5xGyEnptEbxKVLPhDVC9wW_v2EBYgIvwzW4lYpb2Mu--BHO30eF8MTELzgQw3vVTkMupAJlyGXQOFc426OdueqN33iatiu43pwaZIKhyF9MZaS14wP=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yang main kebandung wajib cobain nih siomay baso tahu bungfahri""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyY3ljMGdyOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/JChicken+L.L.R.E+Martadinata/data=!4m7!3m6!1s0x2e68e70069ad1d39:0x61aef9a3f1671e9d!8m2!3d-6.909443!4d107.6250442!16s%2Fg%2F11xtrnsbjk!19sChIJOR2taQDnaC4RnR5n8aP5rmE?authuser=0&hl=id&rclk=1","JChicken L.L.R.E Martadinata","4,8","(750)","·","Rp 25–50 rb","Restoran","·","Jl. L. L. R.E. Martadinata No.104","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdph8kWS0gEPrA9JKE8fTKh9iWNhNBRZ4hSgq0yROx-YC9V-1NAPAbDfuYkI-FbmwA-YXRqDi37SnqdbKdh47CXLJgUhzr_Hj4PMbtySyYJncJeBy8vHrwzzoGJnJqGpyRHDPjBCcHDXk_=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak plus pelayanannya baik
Suka banget sama vibes tempatnya""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4dHJuc2JqaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/HokBen/data=!4m7!3m6!1s0x2e68e6456f4dab9b:0xab256c69f12c32f0!8m2!3d-6.8988089!4d107.6091196!16s%2Fg%2F11bbw_t_s_!19sChIJm6tNb0XmaC4R8DIs8WlsJas?authuser=0&hl=id&rclk=1","HokBen","4,0","(305)","·","Rp 25–50 rb","Jepang","·","Balubur Town Square, Jl. Tamansari No.1 Lt.1","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5GSAVtqQ33Pf9yPRobA5RzcW9Jpcbq_A42wBZ8VXBDXY9pVlkw2VY1sSNtZKcU-J6-jNctba_W1EfKayhTUNhPTNflinkclKVr5eaz0LQOiJHsR0PAIRMdOP948UkgqyUJf9Q=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget dan baik pelayanannya""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYndfdF9zXxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Bahagia/data=!4m7!3m6!1s0x2e68e723627dd46b:0x3c3335352ec5a301!8m2!3d-6.8830879!4d107.6149438!16s%2Fg%2F11fmh6wq47!19sChIJa9R9YiPnaC4RAaPFLjU1Mzw?authuser=0&hl=id&rclk=1","Rumah Makan Padang Bahagia","4,4","(1.083)","·","Rp 25–50 rb","Padang","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVVQeX2YOuQ5wgogXAcr0fl8XHeM9OvhVIOqn5fwATVvGKSya9EZMU-nPM_14BmBt9MhJOMmMTLxqANRWMGZ2Mro095nBmeuOac8YJxgZ-0s8RNXkon6mHffuU7CEpkYkP50eM=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak2 untuk range harga yg murah 👍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmbWg2d3E0NxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Ir. H. Juanda No.242"
"https://www.google.com/maps/place/HokBen/data=!4m7!3m6!1s0x2e68e65b7958e72f:0x94573533921adf6f!8m2!3d-6.8931219!4d107.6055268!16s%2Fg%2F11r8c937p!19sChIJL-dYeVvmaC4Rb98akjM1V5Q?authuser=0&hl=id&rclk=1","HokBen","4,2","(345)","·","Rp 25–50 rb","Makanan Siap Saji","·","Ciwalk, LG Broadway Cihampelas Walk, Jl. Cihampelas No.160","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAETn-QvY4QusQpv1zrB7B7D_rUrFB5j8wN5UuzTl1Vj3RbN_8yfGTQWVY8rSgMnAKpe0VtseOODeO-6154qUYd-EYA3Sdy67lX4qHbqbGV1ATKTO_hO2j-x02dSK1r1zDO525FQqg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya enak gak antri jadi nyaman pilih tempat duduk yg aku mau""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTFyOGM5MzdwGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Wizzmie+Sukajadi/data=!4m7!3m6!1s0x2e68e711c590b17f:0x19cf92516d28348f!8m2!3d-6.8856311!4d107.5960779!16s%2Fg%2F11sj9k_0jr!19sChIJf7GQxRHnaC4RjzQobVGSzxk?authuser=0&hl=id&rclk=1","Wizzmie Sukajadi","4,8","(30.556)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoKYnHJmuxjSOy7eDxR9RpBHpi8eMiO44iJfk9z24o_WHWJ2-7nlEXoZ1G-OBCHoq_0h2TXi0B9Aded3mccJNe8X53fHzZFagvXQBkitm6cQLXX8qQv-ZiN5fwdcXUujKQkCaUiw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzajlrXzBqchgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","makanan","enak, minumannya juga segar, pelayanan gercep dan cekatan""","","Jl. Sukajadi No.157"
"https://www.google.com/maps/place/A%26W+Bandung+Indah+Plaza/data=!4m7!3m6!1s0x2e68e637eb2b4f89:0xed4e9c7d8ea2a9bd!8m2!3d-6.9084539!4d107.6112621!16s%2Fg%2F1pzt0wcq6!19sChIJiU8r6zfmaC4Rvamijn2cTu0?authuser=0&hl=id&rclk=1","A&W Bandung Indah Plaza","4,4","(1.183)","·","Rp 50–75 rb","Makanan Siap Saji","·","Bandung Indah Plaza, Jl. Merdeka No.56 Lantai 2","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkXuqfez9i-H49xjYw-2djiD3sUdIcFvk9Xn8PHjxDQ0IHVhjRP3DSjfdpNbt1ukXV9OxjRjXKwUwV27kCuIAKWES27Z--DySRSXTg0HoccEleHi7MS7Tu6i-qF7sw6W0Gx7mX=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB6dDB3Y3E2GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","nya enak dan","",""
"https://www.google.com/maps/place/Cihampelas+Walk/data=!4m7!3m6!1s0x2e68e65b78ae5a65:0x284b500a24d66899!8m2!3d-6.8943174!4d107.6050141!16s%2Fg%2F11h9yv3_dg!19sChIJZVqueFvmaC4RmWjWJApQSyg?authuser=0&hl=id&rclk=1","Cihampelas Walk","4,6","(67.819)","","","Pusat Perbelanjaan","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_BmA1A4FVB_jdV49UL9vlAtBdihHEcVkMtETtK6M1Oysv-tYlunpczytrIIO_8-rDuF1eKXEEqP-O5yUZzw2gLt7SqMQwHJTiukAoxfYSL6jqXGZOHcbrrOxFjgVfDWXYr0m1=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Karena","","","","makanan","nya enak enak dan tempat nya bersih 👍👍👍""","","Jl. Cihampelas No.160"
"https://www.google.com/maps/place/Black+Romantic/data=!4m7!3m6!1s0x2e68e7fe78e41551:0xe4973528ca9f3a7b!8m2!3d-6.894972!4d107.6109342!16s%2Fg%2F11g_lg8rk!19sChIJURXkeP7naC4Rezqfyig1l-Q?authuser=0&hl=id&rclk=1","Black Romantic","4,5","(1.354)","·","Rp 1–25.000","Indonesia","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmaalmeaSz8KPKcA2jYvftbyT8hyoLTARWKZKZ7sRy0td7DdO98HJRtik1IwnYtmjm9RS7FHnFVgSF9bBhXsLFtvL3tiLo-jFpmwwbuRaTR22sI3Bwxytufr13UiXYAPUbBG0KFg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTFnX2xnOHJrGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","enak, harga termasuk murah lah walaupun gak murah banget.""","","Jl. Gelap Nyawang No.2"
"https://www.google.com/maps/place/Lumpia+Basah+Original+Berkah+%28+Viral+%29/data=!4m7!3m6!1s0x2e68e700719fe895:0x723dc3bcc4cafa09!8m2!3d-6.8967792!4d107.6155572!16s%2Fg%2F11yzbkrlsn!19sChIJleifcQDnaC4RCfrKxLzDPXI?authuser=0&hl=id&rclk=1","Lumpia Basah Original Berkah ( Viral )","4,8","(6)","","","Pusat jajanan kaki lima","·","Jl. Dipati Ukur No.15","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwoJ9O-HuoJqf2ZpiibeVfILxFcfLGgBCDtJZ8_lWzfjTCbJmbfMC89s8LfKV8iW-9i0xh2Xblr9wNP4Hp7WPe2IuhQ2hwO0mYRMorIWy9ThCvpsGIJORX5pHbkHorQG-4JfFbRGDgHbA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makan","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5emJrcmxzbhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","siap saji","seteril ok
Kalau mau tinggal pesan""","",""
"https://www.google.com/maps/place/Crepes+ajah/data=!4m7!3m6!1s0x2e68e70062558a5d:0x4d11d1fb52103370!8m2!3d-6.89597!4d107.6188004!16s%2Fg%2F11v_18d789!19sChIJXYpVYgDnaC4RcDMQUvvREU0?authuser=0&hl=id&rclk=1","Crepes ajah","5,0","(25)","·","Rp 1–25.000","Makanan Siap Saji","·","4J39+JG7 telkom, Jl. Japati","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUMeRlqUX1k3D0248Whe_PtgGDs47_SKvwz_0GkakTm6kFYL587ria6GSNH2Xke9AvnyDrnS2ZI09zxJFuZN0g6tayxJHJm0trxu3yQ6zihfagOJEWtyfwFmkfZOK7pbhXBhGu-g=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enakkk banget crepes paling enak yg perna ak coba plisss!!""","","","","","","",""
"https://www.google.com/maps/place/SAI+RAMEN+%E5%86%8D%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+TRUNOJOYO/data=!4m7!3m6!1s0x2e68e71b9bcca93b:0x68f4c0d7babb8534!8m2!3d-6.9021166!4d107.6155829!16s%2Fg%2F11n0lrjpz0!19sChIJO6nMmxvnaC4RNIW7utfA9Gg?authuser=0&hl=id&rclk=1","SAI RAMEN 再ラーメン TRUNOJOYO","4,6","(1.797)","·","Rp 50–75 rb","Ramen","·","Jl. Trunojoyo No.58","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBt6uYk2R4SlJKjebrbicj0DWvLWHpbdwnq3fHqPdp-yzLHSvtpuGkTn-Z24D1zSTMpoNrFqvTcnRG2FHVWcM0auKvCWnvd4qqxmwCNh5NuAcGAPNRTy1Bf2py9UIMy3Jt8E4=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kuahnya light tapi tasty, yang kari juga sama enaknya, ocha free refill.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFuMGxyanB6MBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Indomaret+Fresh/data=!4m7!3m6!1s0x2e68e70004ec4f87:0xc878bb4e7fbe5a76!8m2!3d-6.8857984!4d107.6139212!16s%2Fg%2F11lvvx4vk1!19sChIJh0_sBADnaC4Rdlq-f067eMg?authuser=0&hl=id&rclk=1","Indomaret Fresh","2,9","(105)","","","Minimarket","·","Jl. Ir. H. Juanda No.166","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0W1rAaRAknvMPjOM6fEfqbwoAzrg5OIoivgLPt2dIgiP5PmXTs9SkJrCPQge0AFzEi7Vg9w_zrwh7Fb4ygXfXqLc_ujMu_eeYW2AccQrpmEFvqnhFgPU8bhD5z5QMHju3Cmjt=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Keren , pastry enak-enak, bisa buat rehat""","","","","","","",""
"https://www.google.com/maps/place/Warung+Garap+Makanan+Indonesia+%28WAGMI%29/data=!4m7!3m6!1s0x2e68e70e3b022805:0x98a28ffe27fefe91!8m2!3d-6.9120313!4d107.6176742!16s%2Fg%2F11x74dg8ym!19sChIJBSgCOw7naC4Rkf7-J_6Popg?authuser=0&hl=id&rclk=1","Warung Garap Makanan Indonesia (WAGMI)","5,0","(19)","·","Rp 1–25.000","Restoran","·","Jl. Banda No.10s","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrx69yYb8ODcUtgBSmHo2H5zhe0CmKQVF-cA6P732RfPJoaKLO3fPhBmRR2uC9d6kYUKHYtyRDFCuHU5A4_SfIqa-AcoOOlsQpVseJ7iTV4I0csv0fnsb0vXV_orqFlvYVIaMGdA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nyaman bersih pokonya buat nongkrong” mah enak banget""","","","","","","",""
"https://www.google.com/maps/place/Indomaret+Fresh+DRIVE+THRU+CIHAMPELAS+149/data=!4m7!3m6!1s0x2e68e73c04b9907b:0x6b4f7c7072240d22!8m2!3d-6.8943842!4d107.6038981!16s%2Fg%2F11rp5c9v1d!19sChIJe5C5BDznaC4RIg0kcnB8T2s?authuser=0&hl=id&rclk=1","Indomaret Fresh DRIVE THRU CIHAMPELAS 149","3,8","(194)","","","Minimarket","·","Jl. Cihampelas No.149","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGyj5110TqFyV7MoPU_U-ditTDbNsTYgWO-SyaGd_i-t7k33CvvZa6Ho3npotYO7uyCO7IZzXA4bh_BBJnuRhK4m5Ub_EHioU6bvgdosq7OyKhLtkHWjqjppoIaoIUIb0eZ3xFNA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya enak dengan porsi oke dan harga terjangkau.""","","","","","","",""
"https://www.google.com/maps/place/Spesial+Soto+Boyolali+%28SSB%29+Hj+Hesti+Widodo,+Trunojoyo/data=!4m7!3m6!1s0x2e68e64933807bc9:0x815f06965bf715f0!8m2!3d-6.9024423!4d107.6137366!16s%2Fg%2F11c0x8w8wn!19sChIJyXuAM0nmaC4R8BX3W5YGX4E?authuser=0&hl=id&rclk=1","Spesial Soto Boyolali (SSB) Hj Hesti Widodo, Trunojoyo","4,5","(9.661)","·","Rp 25–50 rb","Soto","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-exMg8wvc6MXbIYj_QikugKtb2iL596fPMuqoby6g8E37kbDYS65A3ZpL96hDJcuoEIZIH2SoAFG1ABjZbmhiZjU5Iiwe_lS_ArHDOaqH7o4bd2-i_YDlKClbWQFpObqKNYRV=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, tempatnya luas, murah, banyak pilihan menu""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMHg4dzh3bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MDb3adE6ntHByw_n_MGwBA&ei=MDb3adE6ntHByw_n_MGwBA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Trunojoyo No.25"
"https://www.google.com/maps/place/Ayam+Crisbar+Unpar/data=!4m7!3m6!1s0x2e68e7004e3faa13:0xcef3a6047a355cea!8m2!3d-6.874749!4d107.6077757!16s%2Fg%2F11w3g75mwb!19sChIJE6o_TgDnaC4R6lw1egSm884?authuser=0&hl=id&rclk=1","Ayam Crisbar Unpar","4,9","(4.135)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3S2DbgvO1jZldjLt8uajosRjrA3vFunXyu1LcgeOvvpw0QB727K5H43nLegxIXIpjpjwxoiXlj_UUc1fONa3y2y7YUUdaPIuP3nd5g5DgpM8I2vpH7cm1W60Dw30sIdcWwokVKem-Ww-7=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat affordable harganya, makanannya enak banget!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3M2c3NW13YhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Mjb3ac3xH-WUseMPxNyDyQI&ei=Mjb3ac3xH-WUseMPxNyDyQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Rancabentang I"
"https://www.google.com/maps/place/Simoo+Burger/data=!4m7!3m6!1s0x2e68e64a68d8f7b7:0xa4984d24b6d3e5c!8m2!3d-6.9062636!4d107.6175958!16s%2Fg%2F11b6c5p46g!19sChIJt_fYaErmaC4RXD5tS9KESQo?authuser=0&hl=id&rclk=1","Simoo Burger","4,7","(563)","·","Rp 25–50 rb","Makanan Siap Saji","·","Jl. L. L. R.E. Martadinata No.42, RT.02","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWudIKA9FUj35MJQdhB51NdQpehQ-GCKmcHu9RYChCQba-p4RK-snOhkhgV3xKHxRM3cFHWNZm0VUjWTPcQw9dVVMKnwWdG68n8_ZaihGuAmZ4nQUF39pYtcfmshmuGyJAd1k=w80-h120-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya worthy sekali dg rasa yg enak banget.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmM1cDQ2ZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Mjb3ac3xH-WUseMPxNyDyQI&ei=Mjb3ac3xH-WUseMPxNyDyQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Tempat nongkrong yang menyajikan burger"
"https://www.google.com/maps/place/Platinum+Resto+%26+Cafe+-+Paris+Van+Java/data=!4m7!3m6!1s0x2e68e7d37c1043a5:0x8928257ec9850fc7!8m2!3d-6.8889621!4d107.5961075!16s%2Fg%2F11x2s5dpty!19sChIJpUMQfNPnaC4Rxw-FyX4lKIk?authuser=0&hl=id&rclk=1","Platinum Resto & Cafe - Paris Van Java","4,9","(1.369)","·","Rp 50–75 rb","Sesuai untuk keluarga","·","Jl. Sukajadi No.131-139","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGA206XSBUjfvsyKEJHmYEEuQrJNWi-tonWVFZ1vK0RglNJplPMWWRoPmpKgwCGbAyQfsWptuJlMzkpdZUVT4vB0ib--JO2PuETVukGVkAGT6Qp5NBEVzJSd-Qd45rgjYOJM7w8=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, affordable dan service nya bagus.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4MnM1ZHB0eRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Mjb3ac3xH-WUseMPxNyDyQI&ei=Mjb3ac3xH-WUseMPxNyDyQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
